epoch,sample_id,index,text,variant,token_accuracy,q0_accuracy,wav_path
8,ulsan_003503,3,장칼국수라고 이제 칼국순데 국물이 되게 빨갛게 돼서 이제,pred_q0_to_7_gt_rest,0.5503472089767456,0.1805555522441864,hybrid/epoch-08/sample_003/pred_q0_to_7_gt_rest.wav
8,ulsan_003503,3,장칼국수라고 이제 칼국순데 국물이 되게 빨갛게 돼서 이제,gt_q0_to_7_pred_rest,0.5364583134651184,1.0,hybrid/epoch-08/sample_003/gt_q0_to_7_pred_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,gt_all,1.0,1.0,hybrid/epoch-08/sample_004/gt_all.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,pred_all,0.01923076994717121,0.11538461595773697,hybrid/epoch-08/sample_004/pred_all.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,pred_q0_to_0_gt_rest,0.9447115659713745,0.11538461595773697,hybrid/epoch-08/sample_004/pred_q0_to_0_gt_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,gt_q0_to_0_pred_rest,0.07451923191547394,1.0,hybrid/epoch-08/sample_004/gt_q0_to_0_pred_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,pred_q0_to_1_gt_rest,0.8834134340286255,0.11538461595773697,hybrid/epoch-08/sample_004/pred_q0_to_1_gt_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,gt_q0_to_1_pred_rest,0.13581730425357819,1.0,hybrid/epoch-08/sample_004/gt_q0_to_1_pred_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,pred_q0_to_3_gt_rest,0.7632211446762085,0.11538461595773697,hybrid/epoch-08/sample_004/pred_q0_to_3_gt_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,gt_q0_to_3_pred_rest,0.25600960850715637,1.0,hybrid/epoch-08/sample_004/gt_q0_to_3_pred_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,pred_q0_to_7_gt_rest,0.5168269276618958,0.11538461595773697,hybrid/epoch-08/sample_004/pred_q0_to_7_gt_rest.wav
8,ulsan_004854,4,그래서 진작 그 모습을 못 본 게 너무 안타깝더라고요 그래 우리 아빠는,gt_q0_to_7_pred_rest,0.5024038553237915,1.0,hybrid/epoch-08/sample_004/gt_q0_to_7_pred_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,gt_all,1.0,1.0,hybrid/epoch-08/sample_005/gt_all.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,pred_all,0.05427631735801697,0.2631579041481018,hybrid/epoch-08/sample_005/pred_all.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,pred_q0_to_0_gt_rest,0.9539473652839661,0.2631579041481018,hybrid/epoch-08/sample_005/pred_q0_to_0_gt_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,gt_q0_to_0_pred_rest,0.1003289446234703,1.0,hybrid/epoch-08/sample_005/gt_q0_to_0_pred_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,pred_q0_to_1_gt_rest,0.8963815569877625,0.2631579041481018,hybrid/epoch-08/sample_005/pred_q0_to_1_gt_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,gt_q0_to_1_pred_rest,0.15789473056793213,1.0,hybrid/epoch-08/sample_005/gt_q0_to_1_pred_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,pred_q0_to_3_gt_rest,0.7861841917037964,0.2631579041481018,hybrid/epoch-08/sample_005/pred_q0_to_3_gt_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,gt_q0_to_3_pred_rest,0.2680920958518982,1.0,hybrid/epoch-08/sample_005/gt_q0_to_3_pred_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,pred_q0_to_7_gt_rest,0.5476973652839661,0.2631579041481018,hybrid/epoch-08/sample_005/pred_q0_to_7_gt_rest.wav
8,ulsan_006234,5,계속 생활을 군대처럼 해야 되고 하다 보니까,gt_q0_to_7_pred_rest,0.5065789222717285,1.0,hybrid/epoch-08/sample_005/gt_q0_to_7_pred_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,gt_all,1.0,1.0,hybrid/epoch-08/sample_006/gt_all.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,pred_all,0.05859375,0.25,hybrid/epoch-08/sample_006/pred_all.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,pred_q0_to_0_gt_rest,0.953125,0.25,hybrid/epoch-08/sample_006/pred_q0_to_0_gt_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,gt_q0_to_0_pred_rest,0.10546875,1.0,hybrid/epoch-08/sample_006/gt_q0_to_0_pred_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,pred_q0_to_1_gt_rest,0.900390625,0.25,hybrid/epoch-08/sample_006/pred_q0_to_1_gt_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,gt_q0_to_1_pred_rest,0.158203125,1.0,hybrid/epoch-08/sample_006/gt_q0_to_1_pred_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,pred_q0_to_3_gt_rest,0.794921875,0.25,hybrid/epoch-08/sample_006/pred_q0_to_3_gt_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,gt_q0_to_3_pred_rest,0.263671875,1.0,hybrid/epoch-08/sample_006/gt_q0_to_3_pred_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,pred_q0_to_7_gt_rest,0.55078125,0.25,hybrid/epoch-08/sample_006/pred_q0_to_7_gt_rest.wav
8,ulsan_007570,6,기숙사 생활을 하고 있어요 그래서 저도 이제,gt_q0_to_7_pred_rest,0.5078125,1.0,hybrid/epoch-08/sample_006/gt_q0_to_7_pred_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,gt_all,1.0,1.0,hybrid/epoch-08/sample_007/gt_all.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,pred_all,0.02790178544819355,0.0892857164144516,hybrid/epoch-08/sample_007/pred_all.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,pred_q0_to_0_gt_rest,0.9430803656578064,0.0892857164144516,hybrid/epoch-08/sample_007/pred_q0_to_0_gt_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,gt_q0_to_0_pred_rest,0.0848214253783226,1.0,hybrid/epoch-08/sample_007/gt_q0_to_0_pred_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,pred_q0_to_1_gt_rest,0.8872767686843872,0.0892857164144516,hybrid/epoch-08/sample_007/pred_q0_to_1_gt_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,gt_q0_to_1_pred_rest,0.140625,1.0,hybrid/epoch-08/sample_007/gt_q0_to_1_pred_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,pred_q0_to_3_gt_rest,0.7667410969734192,0.0892857164144516,hybrid/epoch-08/sample_007/pred_q0_to_3_gt_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,gt_q0_to_3_pred_rest,0.2611607015132904,1.0,hybrid/epoch-08/sample_007/gt_q0_to_3_pred_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,pred_q0_to_7_gt_rest,0.5234375,0.0892857164144516,hybrid/epoch-08/sample_007/pred_q0_to_7_gt_rest.wav
8,ulsan_009117,7,너도 내가 싫어하는 걸 그만큼 안 해야 되는 거 아니야 약간 이런 게 있어요 만약에,gt_q0_to_7_pred_rest,0.5044642686843872,1.0,hybrid/epoch-08/sample_007/gt_q0_to_7_pred_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,gt_all,1.0,1.0,hybrid/epoch-08/sample_008/gt_all.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,pred_all,0.05615942180156708,0.1304347813129425,hybrid/epoch-08/sample_008/pred_all.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,pred_q0_to_0_gt_rest,0.945652186870575,0.1304347813129425,hybrid/epoch-08/sample_008/pred_q0_to_0_gt_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,gt_q0_to_0_pred_rest,0.11050724983215332,1.0,hybrid/epoch-08/sample_008/gt_q0_to_0_pred_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,pred_q0_to_1_gt_rest,0.8949275612831116,0.1304347813129425,hybrid/epoch-08/sample_008/pred_q0_to_1_gt_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,gt_q0_to_1_pred_rest,0.1612318903207779,1.0,hybrid/epoch-08/sample_008/gt_q0_to_1_pred_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,pred_q0_to_3_gt_rest,0.7807971239089966,0.1304347813129425,hybrid/epoch-08/sample_008/pred_q0_to_3_gt_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,gt_q0_to_3_pred_rest,0.2753623127937317,1.0,hybrid/epoch-08/sample_008/gt_q0_to_3_pred_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,pred_q0_to_7_gt_rest,0.5425724387168884,0.1304347813129425,hybrid/epoch-08/sample_008/pred_q0_to_7_gt_rest.wav
8,ulsan_010526,8,한 십 프로 정도는 게임에 투자하고 그랬던 것 같습니다 확실히 돈을 쫌 투자하니까,gt_q0_to_7_pred_rest,0.5135869383811951,1.0,hybrid/epoch-08/sample_008/gt_q0_to_7_pred_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,gt_all,1.0,1.0,hybrid/epoch-08/sample_009/gt_all.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,pred_all,0.026442307978868484,0.07692307978868484,hybrid/epoch-08/sample_009/pred_all.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,pred_q0_to_0_gt_rest,0.942307710647583,0.07692307978868484,hybrid/epoch-08/sample_009/pred_q0_to_0_gt_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,gt_q0_to_0_pred_rest,0.08413461595773697,1.0,hybrid/epoch-08/sample_009/gt_q0_to_0_pred_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,pred_q0_to_1_gt_rest,0.8822115659713745,0.07692307978868484,hybrid/epoch-08/sample_009/pred_q0_to_1_gt_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,gt_q0_to_1_pred_rest,0.14423076808452606,1.0,hybrid/epoch-08/sample_009/gt_q0_to_1_pred_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,pred_q0_to_3_gt_rest,0.7668269276618958,0.07692307978868484,hybrid/epoch-08/sample_009/pred_q0_to_3_gt_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,gt_q0_to_3_pred_rest,0.25961539149284363,1.0,hybrid/epoch-08/sample_009/gt_q0_to_3_pred_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,pred_q0_to_7_gt_rest,0.526442289352417,0.07692307978868484,hybrid/epoch-08/sample_009/pred_q0_to_7_gt_rest.wav
8,ulsan_011947,9,그 동물을 정말 싫어하셨거든.,gt_q0_to_7_pred_rest,0.5,1.0,hybrid/epoch-08/sample_009/gt_q0_to_7_pred_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,gt_all,1.0,1.0,hybrid/epoch-08/sample_010/gt_all.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,pred_all,0.12678571045398712,0.22857142984867096,hybrid/epoch-08/sample_010/pred_all.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,pred_q0_to_0_gt_rest,0.9517857432365417,0.22857142984867096,hybrid/epoch-08/sample_010/pred_q0_to_0_gt_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,gt_q0_to_0_pred_rest,0.17499999701976776,1.0,hybrid/epoch-08/sample_010/gt_q0_to_0_pred_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,pred_q0_to_1_gt_rest,0.9017857313156128,0.22857142984867096,hybrid/epoch-08/sample_010/pred_q0_to_1_gt_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,gt_q0_to_1_pred_rest,0.22499999403953552,1.0,hybrid/epoch-08/sample_010/gt_q0_to_1_pred_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,pred_q0_to_3_gt_rest,0.7964285612106323,0.22857142984867096,hybrid/epoch-08/sample_010/pred_q0_to_3_gt_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,gt_q0_to_3_pred_rest,0.3303571343421936,1.0,hybrid/epoch-08/sample_010/gt_q0_to_3_pred_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,pred_q0_to_7_gt_rest,0.574999988079071,0.22857142984867096,hybrid/epoch-08/sample_010/pred_q0_to_7_gt_rest.wav
8,ulsan_013408,10,세 끼 먹는 사람들한테 비하면 이제,gt_q0_to_7_pred_rest,0.5517857074737549,1.0,hybrid/epoch-08/sample_010/gt_q0_to_7_pred_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,gt_all,1.0,1.0,hybrid/epoch-08/sample_011/gt_all.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,pred_all,0.046875,0.125,hybrid/epoch-08/sample_011/pred_all.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,pred_q0_to_0_gt_rest,0.9453125,0.125,hybrid/epoch-08/sample_011/pred_q0_to_0_gt_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,gt_q0_to_0_pred_rest,0.1015625,1.0,hybrid/epoch-08/sample_011/gt_q0_to_0_pred_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,pred_q0_to_1_gt_rest,0.888671875,0.125,hybrid/epoch-08/sample_011/pred_q0_to_1_gt_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,gt_q0_to_1_pred_rest,0.158203125,1.0,hybrid/epoch-08/sample_011/gt_q0_to_1_pred_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,pred_q0_to_3_gt_rest,0.771484375,0.125,hybrid/epoch-08/sample_011/pred_q0_to_3_gt_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,gt_q0_to_3_pred_rest,0.275390625,1.0,hybrid/epoch-08/sample_011/gt_q0_to_3_pred_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,pred_q0_to_7_gt_rest,0.533203125,0.125,hybrid/epoch-08/sample_011/pred_q0_to_7_gt_rest.wav
8,ulsan_014833,11,되게 그때는 난처해 보이더라.,gt_q0_to_7_pred_rest,0.513671875,1.0,hybrid/epoch-08/sample_011/gt_q0_to_7_pred_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,gt_all,1.0,1.0,hybrid/epoch-08/sample_012/gt_all.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,pred_all,0.039540816098451614,0.06122449040412903,hybrid/epoch-08/sample_012/pred_all.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,pred_q0_to_0_gt_rest,0.9413265585899353,0.06122449040412903,hybrid/epoch-08/sample_012/pred_q0_to_0_gt_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,gt_q0_to_0_pred_rest,0.0982142835855484,1.0,hybrid/epoch-08/sample_012/gt_q0_to_0_pred_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,pred_q0_to_1_gt_rest,0.8839285969734192,0.06122449040412903,hybrid/epoch-08/sample_012/pred_q0_to_1_gt_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,gt_q0_to_1_pred_rest,0.15561224520206451,1.0,hybrid/epoch-08/sample_012/gt_q0_to_1_pred_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,pred_q0_to_3_gt_rest,0.766581654548645,0.06122449040412903,hybrid/epoch-08/sample_012/pred_q0_to_3_gt_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,gt_q0_to_3_pred_rest,0.2729591727256775,1.0,hybrid/epoch-08/sample_012/gt_q0_to_3_pred_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,pred_q0_to_7_gt_rest,0.5280612111091614,0.06122449040412903,hybrid/epoch-08/sample_012/pred_q0_to_7_gt_rest.wav
8,ulsan_016238,12,무조건적으로 착해야 돼요 남자는 무조건적으로 착해야 되고,gt_q0_to_7_pred_rest,0.5114796161651611,1.0,hybrid/epoch-08/sample_012/gt_q0_to_7_pred_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,gt_all,1.0,1.0,hybrid/epoch-08/sample_013/gt_all.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,pred_all,0.03055555559694767,0.1666666716337204,hybrid/epoch-08/sample_013/pred_all.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,pred_q0_to_0_gt_rest,0.9479166865348816,0.1666666716337204,hybrid/epoch-08/sample_013/pred_q0_to_0_gt_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,gt_q0_to_0_pred_rest,0.08263888955116272,1.0,hybrid/epoch-08/sample_013/gt_q0_to_0_pred_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,pred_q0_to_1_gt_rest,0.8909721970558167,0.1666666716337204,hybrid/epoch-08/sample_013/pred_q0_to_1_gt_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,gt_q0_to_1_pred_rest,0.13958333432674408,1.0,hybrid/epoch-08/sample_013/gt_q0_to_1_pred_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,pred_q0_to_3_gt_rest,0.7715277671813965,0.1666666716337204,hybrid/epoch-08/sample_013/pred_q0_to_3_gt_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,gt_q0_to_3_pred_rest,0.25902777910232544,1.0,hybrid/epoch-08/sample_013/gt_q0_to_3_pred_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,pred_q0_to_7_gt_rest,0.5270833373069763,0.1666666716337204,hybrid/epoch-08/sample_013/pred_q0_to_7_gt_rest.wav
8,ulsan_017657,13,이게 자기만의 인생의 낙이니까 그러려니 하고 내 인생의 낙이 사라졌는데 그것도 모르고 그렇게 얘기하는 거 보면,gt_q0_to_7_pred_rest,0.5034722089767456,1.0,hybrid/epoch-08/sample_013/gt_q0_to_7_pred_rest.wav
8,ulsan_019266,14,하긴 했는데 막,gt_all,1.0,1.0,hybrid/epoch-08/sample_014/gt_all.wav
8,ulsan_019266,14,하긴 했는데 막,pred_all,0.0758928582072258,0.1785714328289032,hybrid/epoch-08/sample_014/pred_all.wav
8,ulsan_019266,14,하긴 했는데 막,pred_q0_to_0_gt_rest,0.9486607313156128,0.1785714328289032,hybrid/epoch-08/sample_014/pred_q0_to_0_gt_rest.wav
